record_id,vedecky_nazev,cesky_nazev,status_v_CR,cast_rostliny,domena,poddomena,status_znalosti,aplikovatelnost_v_CR,typicke_lokality_v_CR,obdobi_ziskani,fenologicka_faze,zpusob_pripravy_nebo_vyuziti,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_CR,dukaznost_typ,dukaznost_skore,zdroj_id_1,zdroj_id_2,poznamka,record_numeric_id,is_trvanlive_1m_plus,is_jadro_bezne_1m_plus,domena_slug,status_znalosti_slug,aplikovatelnost_slug,dukaznost_rank,ma_druhy_zdroj,obdobi_mesic_od,obdobi_mesic_do,cast_rostliny_skupina,cast_rostliny_je_kombinovana,poddomena_kategorie,poddomena_kategorie_confidence,status_contains_puvodni,status_contains_zdomacnely,status_contains_pestovany,status_contains_zplanujici,status_contains_invazni,status_cetnost
R100,Helianthus tuberosus,topinambur hlíznatý,"pěstovaný i zplaňující, lokálně běžný",hlíza,pití,pražená náhražka kávy / globální analog,globální analog,střední,"zahrady, záhony, zdomácnělé porosty",X–III,vyzrálá hlíza,sušení a pražení plátků na bezkofeinovou náhražku kávy,rozšíření využití hlíz nad rámec běžné kuchyně,praženě nasládlý,slabě karamelový,neaplikovatelné,Pražení vyžaduje trpělivost; chuť je proměnlivá a ne vždy stabilní.,Může být hůře tolerován při větších dávkách; jinak potravní analog.,Pěstovaný zdroj bez zvláštních omezení.,globální etnobotanický analog,D,S29,,"Zařazeno jako méně známá, ale prakticky realizovatelná větev.",100,False,False,piti,globalni_analog,stredni,2,False,10,3,podzemni_cast,False,kavova_nahrada,medium,False,False,True,True,False,lokalne_bezny
R101,Petroselinum crispum,petržel kořenová / naťová,"pěstovaná, velmi běžná",kořen + list,potrava,kořenová zelenina / aromatická nať,mainstream,vysoká,"zahrady, pole, sklepy, kuchyňské záhony",VI–III,vyzrálý kořen a čerstvá nať,"kořen do vývarů a pečení, nať jako dochucení",kombinace zeleniny a aromatické natě,"kořenově nasládlý, zeleně kořenitý",čerstvě petrželový,neaplikovatelné,"Nať z neznámých zdrojů může být zaměnitelná s jinými miříkovitými, pokud nejde o pěstovanou rostlinu.",Běžná potravina; u koncentrovaných semen/silic by platila jiná pravidla.,Bez omezení z pěstovaných zdrojů.,běžná kuchyňská a zahradní praxe,B,S30,,,101,False,False,potrava,mainstream,vysoka,4,False,6,3,kombinovana_cast,True,vune_a_vykurovani,medium,False,False,True,False,False,velmi_bezny
R102,Apium graveolens var. rapaceum,celer bulvový,"pěstovaný, běžný",bulva + nať,potrava,kořenová zelenina / vývar / salát,mainstream,vysoká,"zahrady, pole, sklepy, zeleninové záhony",VIII–III,vyzrálá bulva,"vývary, saláty, pečení, pyré, čerstvé jemné listy",výrazně aromatická kořenová zelenina,zemitě kořenitý,celerově aromatický,neaplikovatelné,Silná aromatičnost nemusí sedět citlivým osobám; častější alergenní potenciál než u některých jiných zelenin.,Alergie na celer je známá a může být významná.,Pěstovaný zdroj bez zvláštních omezení.,běžná kuchyňská a zahradní praxe,B,S30,,,102,False,False,potrava,mainstream,vysoka,4,False,8,3,kombinovana_cast,True,cerstva_potrava,medium,False,False,True,False,False,bezny
R103,Cucumis sativus,okurka setá,"pěstovaná, velmi běžná",plod,potrava,syrová / kvašená / nakládaná,mainstream,vysoká,"zahrady, pole, fóliovníky, zavařovací produkce",VI–IX,mladý až vyzrálý plod podle typu použití,"čerstvá konzumace, kvašení, nakládání do octa",letní zelenina s výrazným konzervačním potenciálem,"svěží, vodnatý","slabý, zelený",neaplikovatelné,Rychlá měknutí po sklizni; při kvašení nutná hygiena.,Běžná potravina; kyselé nakládané varianty mohou dráždit citlivý žaludek.,Pěstovaný zdroj bez zvláštních omezení.,středoevropská kuchyňská praxe,B,S30,,,103,False,False,potrava,mainstream,vysoka,4,False,6,9,plodova_cast,False,fermentace,medium,False,False,True,False,False,velmi_bezny
R104,Cucurbita pepo,dýně obecná,"pěstovaná, běžná",plod + semena,potrava,dužina / semena / pečení / polévka,mainstream,vysoká,"zahrady, pole, kompostové okraje, sklady",VIII–XI,vyzrálý plod a semena,"pečená dužina, polévky, pyré, semena k jídlu",podzimní zelenina s dobrou skladovatelností a využitím semen,jemně sladký až oříškový,"slabý, dýňový",neaplikovatelné,Některé okrasné tykve mohou být hořké a nevhodné k jídlu; nutná identifikace jedlých forem.,Běžná potravina; hlavní riziko je záměna s okrasnými a výrazně hořkými formami.,Pěstovaný zdroj bez zvláštních omezení.,běžná kuchyňská a zahradní praxe,B,S30,,,104,False,False,potrava,mainstream,vysoka,4,False,8,11,kombinovana_cast,True,cerstva_potrava,medium,False,False,True,False,False,bezny
R105,Rheum rhabarbarum,reveň kadeřavá,"pěstovaná, lokálně běžná",řapík,potrava a pití,kompot / pečení / sirup,méně známé,vysoká,"zahrady, starší venkovské zahrádky",IV–VI,mladý šťavnatý řapík,"kompot, koláče, sirup, zavařeniny",výrazně kyselá jarní surovina,silně kyselý,"slabý, zeleně ovocný",neaplikovatelné,Listy nejsou vhodné k jídlu; sbírají se jen řapíky.,"Opatrnost u osob, které musí hlídat oxaláty; listy nekonzumovat.",Pěstovaný zdroj bez zvláštních omezení.,středoevropská kuchyňská praxe,B,S30,,Zařazeno jako hraniční „ovocná zelenina“ v české domácí tradici.,105,False,False,potrava_a_piti,mene_zname,vysoka,4,False,4,6,listova_nadzemni_cast,False,sirup_koncentrat,medium,False,False,True,False,False,lokalne_bezny
R106,Portulaca oleracea,šrucha zelná,"zdomácnělá, lokálně běžná",nať / list,potrava,letní salátová zelenina,méně známé,střední,"záhony, narušované půdy, teplá městská i venkovská stanoviště",VI–IX,mladá šťavnatá nať,"čerstvé saláty, krátké podušení, míchané zeleninové směsi",letní sukulentní zelenina s vysokou čerstvou hodnotou,jemně kyselý až slanavý,"slabý, zelený",neaplikovatelné,Nutná jistá identifikace a sběr z čistých půd; snadno akumuluje nečistoty z nevhodných míst.,Oxaláty a obecná opatrnost u citlivých osob; nejde o hlavní tradiční českou zeleninu.,"Sbírat jen z čistých, nepostřikovaných míst; řešit vlastnictví plochy.",středoevropská etnobotanika,C,S30,S01,Přidáno jako schválně méně známá jedlá zelenina.,106,False,False,potrava,mene_zname,stredni,3,True,6,9,listova_nadzemni_cast,False,cerstva_potrava,medium,False,True,False,False,False,lokalne_bezny
R107,Cichorium intybus,čekanka obecná,"původní i pěstovaná, běžná",kořen / list,potrava a pití,listová zelenina / kávová náhražka z kořene,méně známé,vysoká,"louky, meze, příkopy, ale i pěstované formy v zahradách",IV–X,mladé listy na jaře; kořen na podzim,"mladé listy do salátů, kořen sušit a pražit na náhražku kávy",potravní i nápojové využití v jedné rostlině,"list hořký, kořen po pražení nahořkle karamelový",slabý až pražený,neaplikovatelné,Starší listy výrazně hořknou; planý sběr jen z čistých míst.,Obecně bezpečné potravní použití; při citlivosti na hořčiny opatrně.,Běžný sběr mimo chráněné lokality; kořen z volné přírody nevyrývat plošně.,česká etnobotanika + historická praxe,B,S01,,Důležitá „chybějící“ zelenino-nápojová položka.,107,False,False,potrava_a_piti,mene_zname,vysoka,4,False,4,10,kombinovana_cast,True,kavova_nahrada,medium,True,False,True,False,False,bezny
R108,Taraxacum officinale agg.,pampeliška lékařská,"původní, velmi běžná",mladé listy,potrava,salát / jarní zelenina,mainstream,vysoká,"trávníky, louky, sady, okraje cest, ruderály",III–V,mladá přízemní růžice,Mladé listy syrové po menších dávkách nebo krátce spařené; starší listy bývají výrazně hořké.,"jarní vitamínová zelenina, hořký akcent","hořká, zelená",slabá bylinná,neaplikovateln?,záměna s jinými hvězdnicovitými růžicemi; sběr mimo postřiky a psí výběhy,u citlivých osob podráždění žaludku při větším množství,běžný nechráněný druh; nesbírat z kontaminovaných ploch,EMA + etnobotanika,B,S31,S01,Na procházkách patrně nejdostupnější jarní „divoká zelenina“.,108,False,False,potrava,mainstream,vysoka,4,True,3,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,velmi_bezny
R109,Taraxacum officinale agg.,pampeliška lékařská,"původní, velmi běžná",květy,pití,sirup / víno / sladký macerát,mainstream,vysoká,"trávníky, meze, sady, městské louky",IV–VI,plné kvetení za sucha,"Květy na sirup, medovitou náhražku nebo fermentované nápoje; sbírat plně rozvité úbory za sucha.","sladký nápoj, aromatický sezonní produkt",medově květová,medově květová,neaplikovateln?,sběr z čistých ploch; u sirupů pozor na plísnění při špatném skladování,,běžný nechráněný druh,etnobotanika / domácí tradice,C,S01,S31,"Velmi běžné české použití, ale v moderní kuchyni často opomíjené.",109,False,False,piti,mainstream,vysoka,3,True,4,6,kvetni_cast,False,sirup_koncentrat,medium,True,False,False,False,False,velmi_bezny
R110,Taraxacum officinale agg.,pampeliška lékařská,"původní, velmi běžná",kořen,pití,náhražka kávy,méně známé,vysoká,"louky, trávníky, zahrady; vhodné jen z čistých míst",IX–III,po zatažení natě nebo časně zjara,"Kořen omýt, nakrájet, usušit a opražit; dává tmavou hořkou kávovou náhražku.",pražený nápoj bez kofeinu,"hořká, pražená","pražená, kořenová",neaplikovateln?,záměna a kontaminace půdy; příliš hořké při přepražení,u žlučových potíží opatrnost,běžný nechráněný druh,EMA + etnobotanika,C,S31,S01,"Dobře přenositelná starší tradice, dnes méně připomínaná.",110,False,False,piti,mene_zname,vysoka,3,True,9,3,podzemni_cast,False,kavova_nahrada,medium,True,False,False,False,False,velmi_bezny
R111,Taraxacum officinale agg.,pampeliška lékařská,"původní, velmi běžná",kořen s natí,fytoterapie,hořká droga / nálev / extrakt,mainstream,vysoká,běžné louky a trávníky; pro léčebné použití jen čisté lokality,"III–V, IX–III",mladá nať nebo kořen v klidu,"Tradiční hořká droga pro podporu trávení a vylučování moči; v databázi jen evidenčně, ne jako osobní doporučení.","trávení, mírná močopudná podpora",výrazně hořká,slabě bylinná,neaplikovateln?,nevhodné při obstrukci žlučových cest; citlivost na hvězdnicovité,žlučníkové a některé gastrointestinální potíže vyžadují opatrnost,běžný nechráněný druh,EMA monografie,A,S31,,Oficiální monografie se vztahuje na radix cum herba.,111,False,False,fytoterapie,mainstream,vysoka,5,False,3,3,podzemni_cast,False,caj_nalev,medium,True,False,False,False,False,velmi_bezny
R112,Stellaria media (L.) Vill.,ptačinec žabinec,"původní/zdomácnělý, velmi běžný",nať,potrava,salát / potherb,méně známé,vysoká,"zahrady, záhony, okraje cest, vlhčí ruderály, městské plochy",I–XII,mladé šťavnaté lodyhy před plným vysemeněním,Mladé vrcholky syrové do salátů nebo krátce spařené jako jemná jarní zelenina.,jemná zelenina dostupná téměř celoročně,"jemná, hráškově zelená",slabá zelená,neaplikovateln?,ve větším množství může vadit vyšší obsah saponinů; snadná kontaminace psími výkaly a postřiky,,běžný nechráněný druh,kurátorovaný botanický zdroj / folk potravní užití,D,S35,S30,"Výborný „procházkový“ druh: nízký, velmi běžný a často přehlížený.",112,False,False,potrava,mene_zname,vysoka,2,True,1,12,listova_nadzemni_cast,False,cerstva_potrava,medium,True,True,False,False,False,velmi_bezny
R113,Stellaria media (L.) Vill.,ptačinec žabinec,"původní/zdomácnělý, velmi běžný",nať,léčba,zevní obklad,téměř zapomenuté,střední,"zahrady, okraje chodníků, vlhčí ruderály",III–X,šťavnatá nať,Rozmělněná čerstvá nať se v lidové tradici užívala jako chladivý obklad na drobná kožní podráždění.,zklidnění drobného podráždění kůže,nevýrazná,"zelená, svěží",neaplikovateln?,slabá důkaznost; nezaměňovat za náhradu léčby infekcí nebo otevřených ran,,běžný nechráněný druh,folk zdroj / kurátorovaný přehled,E,S35,,"Zařazeno záměrně jako slabě doložené, ale tradičně zmiňované použití.",113,False,False,lecba,temer_zapomenute,stredni,1,False,3,10,listova_nadzemni_cast,False,zevni_aplikace,medium,True,True,False,False,False,velmi_bezny
R114,Glechoma hederacea L.,popenec břečťanolistý,"původní, velmi běžný",listy a kvetoucí nať,potrava,koření / bylinná zelenina,méně známé,vysoká,"stinnější trávníky, křoviny, lesní lemy, příkopy, zahrady",III–V,mladá kvetoucí nať,"Používat po malých dávkách jako aromatickou přísadu do polévek, nádivek či bylinkového másla.",aromatizace jídla,"kořenitá, lehce hořká","silně bylinná, mátově zemitá",neaplikovateln?,u citlivých osob může být ve větším množství dráždivý; sbírat jen čistý porost,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,S36,S30,"Výrazná chuť; není to „salátová“ bylina, spíš divoké koření.",114,False,False,potrava,mene_zname,vysoka,2,True,3,5,kombinovana_cast,True,koreni_dochucovadlo,medium,True,False,False,False,False,velmi_bezny
R115,Glechoma hederacea L.,popenec břečťanolistý,"původní, velmi běžný",kvetoucí nať,pití,nálev / pivní aromatizace,téměř zapomenuté,střední,"lesní okraje, stinné meze, zahrady",IV–VI,na počátku květu,Slabý aromatický nálev; historicky znám i jako bylina do piva před plnou dominancí chmele.,"aroma nápojů, mírně nahořklý tonikový profil",hořce bylinná,mátově bylinná,neaplikovateln?,nižší důkaznost pro dnešní praktické použití; ve větším množství chuťově hrubne,vnitřní užití jen střídmě,běžný nechráněný druh,historicko-botanický / kurátorovaný zdroj,D,S36,,Dobrá ukázka téměř zapomenuté evropské nápojové tradice.,115,False,False,piti,temer_zapomenute,stredni,2,False,4,6,kombinovana_cast,True,caj_nalev,medium,True,False,False,False,False,velmi_bezny
R116,Glechoma hederacea L.,popenec břečťanolistý,"původní, velmi běžný",nať,léčba,folk čaj / domácí užití,téměř zapomenuté,střední,"lesní lemy, křoviny, zahrady",IV–VI,kvetoucí nať,V lidové tradici bylina pro dýchací a trávicí komfort; zde evidováno jen jako slabě doložené folk použití.,folk respirační a trávící podpora,hořce aromatická,silně bylinná,neaplikovateln?,slabá moderní opora; nepřeceňovat,opatrnost v těhotenství a při citlivosti na silně aromatické byliny,běžný nechráněný druh,folk zdroj / kurátorovaný přehled,E,S36,,Záměrně odlišeno od oficiální fytoterapie.,116,False,False,lecba,temer_zapomenute,stredni,1,False,4,6,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,velmi_bezny
R117,Bellis perennis L.,sedmikráska chudobka,"původní, velmi běžná",květy a mladé listy,potrava,jedlé květy / salát,méně známé,vysoká,"trávníky, parky, louky, cesty v intravilánu i mimo něj",III–XI,čerstvě rozvité květy a mladé růžice,"Květy jako jedlá dekorace, mladé listy v malém množství do salátů.",dekorativní a jemně hořká zelenina,"jemně nahořklá, zelená",slabě květová,neaplikovateln?,sběr mimo městské exkrementy a chemicky ošetřené trávníky,,běžný nechráněný druh,kurátorovaný botanický zdroj,D,S37,,Snadno dostupná „městská planá rostlina“.,117,False,False,potrava,mene_zname,vysoka,2,False,3,11,kombinovana_cast,True,cerstva_potrava,medium,True,False,False,False,False,velmi_bezny
R118,Bellis perennis L.,sedmikráska chudobka,"původní, velmi běžná",květy,léčba,folk čaj / obklad,téměř zapomenuté,střední,"trávníky, louky, sady",III–X,čerstvý květ,V domácí tradici se objevuje mírný čaj nebo obklad; moderní důkaznost je nízká.,drobný domácí podpůrný prostředek,"jemná, lehce trpká",květová,neaplikovateln?,nízká opora; nepoužívat jako náhradu standardní péče,,běžný nechráněný druh,folk zdroj / kurátorovaný přehled,E,S37,,"Přidáno jako okrajová, ale tradičně se objevující zmínka.",118,False,False,lecba,temer_zapomenute,stredni,1,False,3,10,kvetni_cast,False,caj_nalev,medium,True,False,False,False,False,velmi_bezny
